   CROP        1       2       3       4       5       6       7       8       9      10      11      12      13      14      15      16      17      18      19      20      21      22      23      24      25      26      27      28      29      30      31      32      33      34      35      36      37      38      39      40      41      42      43      44      45      46      47      48      49      50      51      52      53      54      55      56
   #  NAME    WA      HI     TOP     TBS    DMLA    DLAI   DLAP1   DLAP2    RLAD    RBMD     ALT     GSI     CAF     SDW     HMX    RDMX    WAC2     CNY     CPY     CKY    WSYF     PST    COSD    PRYG    PRYF     WCY     BN1     BN2     BN3     BP1     BP2     BP3     BK1     BK2     BK3     BW1     BW2     BW3     IDC   FRST1   FRST2    WAVP    VPTH    VPD2   RWPC1   RWPC2    GMHU   PPLP1   PPLP2    STX1    STX2    BLG1    BLG2     WUB     FTO     FLT
   17 COAT   35.00    0.42   15.00    0.00    5.00    0.60   15.01   45.95    1.00    1.00    2.00  0.0070    0.85   90.00    1.20    2.00  660.47  0.0316  0.0057  0.0047    0.21    0.60    0.03  124.03   20.00    0.10  0.0580  0.0224  0.0130  0.0053  0.0020  0.0012  0.0280  0.0200  0.0120   3.390   3.390   1.610      5.    5.01   15.10    8.00    0.50    4.75    0.40    0.20  100.00  125.60  250.95    0.07    8.00    0.01    0.10    0.00    0.00    0.00    150.CAN OATS
   18 RICE   25.00      .2   25.00   10.00    6.00    0.80   15.01   50.95    0.50    0.50    3.00  0.0080    1.00   50.00    0.80    2.00  660.34  0.0136  0.0013  0.0013    0.25    0.60    0.85   86.88   20.00    0.14  0.0500  0.0200  0.0100  0.0060  0.0030  0.0018  0.0250  0.0150  0.0080   3.390   3.390   1.610      4.    5.05   15.95    5.00    0.50    4.75    0.40    0.20  100.00  125.60  250.95    0.12    3.00    0.01    0.10    0.00    0.00    0.00    150.RICE
   19 RYE    35.00    0.40   12.50    0.00    6.00    0.80   15.01   50.95    1.00    1.00    2.00  0.0060    0.85   90.00    1.00    2.00  660.47  0.0284  0.0042  0.0030    0.20    0.60    2.38   98.04   75.00    0.12  0.0560  0.0215  0.0125  0.0066  0.0025  0.0015  0.0180  0.0150  0.0120   3.390   3.390   1.610      5.    5.01   15.10    7.00    0.50    4.75    0.40    0.20  100.00  125.60  250.95    0.08    5.60    0.01    0.10    0.00    0.00    0.00    150.RYE
   20 WPEA   20.00    0.55   14.00    1.00    4.00    0.90   15.02   50.95    1.00    0.50    2.00  0.0100    0.85  140.00    0.80    2.00  660.27  0.0412  0.0055  0.0114    0.38    0.60    0.69   24.00   75.00    0.12  0.0400  0.0260  0.0232  0.0070  0.0040  0.0030  0.0140  0.0130  0.0120   3.390   3.390   1.610      2.    5.01   15.10    4.00    0.50    4.75    0.40    0.20  100.00   20.20  100.90    0.10    2.50    0.01    0.10    0.00    0.00    0.00     70.WINTER PEAS
   21 LEN1   20.00    0.55   14.00    1.00    5.00    0.90   15.02   50.95    1.00    0.50    3.00  0.0100    0.90  100.00    0.55    2.00  660.27  0.0506  0.0051  0.0102    0.38    0.60   22.40  100.00    5.00    0.12  0.0440  0.0164  0.0128  0.0074  0.0037  0.0023  0.0140  0.0130  0.0120   1.266   0.633   0.729      1.    5.01   15.10    4.00    0.50    4.75    0.40    0.20  100.00   20.20  100.90    0.10    2.50    0.01    0.10    0.00    0.00    0.00
   22 LENT   20.00    0.55   14.00    1.00    4.00    0.90   15.02   50.95    1.00    0.50    3.00  0.0100    0.90  100.00    0.55    2.00  660.27  0.0506  0.0051  0.0102    0.38    0.60   22.40  100.00    5.00    0.12  0.0440  0.0164  0.0128  0.0074  0.0037  0.0023  0.0140  0.0130  0.0120   1.266   0.633   0.729      2.    5.01   15.10    4.00    0.50    4.75    0.40    0.20  100.00   20.20  100.90    0.10    2.50    0.01    0.10    0.00    0.00    0.00     70.LENTILS
   23 CANA   34.00    0.30   21.00    5.00    4.50    0.49   15.02   45.95    0.20    0.30    3.00  0.0078    0.90  100.00    1.30    1.40  660.46  0.0360  0.0084  0.0380    0.21    0.60   10.75  147.74    5.00    0.12  0.0440  0.0164  0.0128  0.0074  0.0037  0.0023  0.0440  0.0160  0.0130   1.266   0.633   0.729      5.    5.05   15.10   10.00    0.50    4.75    0.40    0.20  100.00   20.20  100.90    0.10    2.50    0.01    0.10    0.00    0.00    0.00     70.CANOLA-ARGENTINE
   24 CANP   34.00    0.23   21.00    5.00    3.50    0.50   15.02   45.95    0.20    0.30    3.00  0.0078    0.90  100.00    0.90    0.90  660.46  0.0360  0.0084  0.0380    0.16    0.60   10.75  147.74    5.00    0.12  0.0440  0.0182  0.0164  0.0073  0.0037  0.0023  0.0440  0.0160  0.0130   1.266   0.633   0.729      5.    5.05   15.10   10.00    0.50    4.75    0.40    0.20  100.00   20.20  100.90    0.10    2.50    0.01    0.10    0.00    0.00    0.00     70.CANOLA-POLISH
   25 FLAX   25.00    0.54   22.50    5.00    2.50    0.90   15.02   50.95    1.00    0.50    3.00  0.0078    0.90  100.00    0.55    2.00  660.34  0.0409  0.0055  0.0084    0.27    0.60    0.31  143.32    5.00    0.12  0.0482  0.0294  0.0263  0.0049  0.0024  0.0023  0.0200  0.0130  0.0070   1.266   0.633   0.729      2.    5.05   15.10   10.00    1.00    4.75    0.40    0.20  100.00   20.20  100.90    0.10    2.50    0.01    0.10    0.00    0.00    0.00     70.FLAX
   26 FPEA   25.00    0.45   15.00    1.00    5.00    0.75   15.01   50.95    2.00    2.00    2.00  0.0070    0.85   35.00    1.20    2.00  660.34  0.0412  0.0055  0.0114    0.34    0.60    0.74   24.00    5.00    0.12  0.0515  0.0335  0.0296  0.0033  0.0019  0.0014  0.0140  0.0130  0.0120   3.390   3.390   1.610      2.    5.01   15.10   10.00    1.00    4.75    0.40    0.20  100.00   20.20  100.90    0.10    2.50    0.01    0.10    0.00    0.00    0.00     70.FIELD PEAS
   27 MUNG   25.00    0.31   25.00   10.00    5.00    0.90   15.01   50.95    2.00   10.00    3.00  0.0078    0.85   35.00    1.50    2.00  660.34  0.0420  0.0040  0.0137    0.23    0.60    0.74  370.00    5.00    0.13  0.0326  0.0165  0.0161  0.0044  0.0022  0.0021  0.0140  0.0130  0.0120   1.266   0.633   0.729      1.    5.05   15.95   10.00    1.00    4.75    0.40    0.20  100.00   20.20  100.90    0.10    2.50    0.01    0.10    0.00    0.00    0.00     70.SUMMER MUNG
   28 SESB   50.00    0.31   25.00   10.00    5.00    0.90   15.01   50.95    2.00   10.00    3.00  0.0078    0.85   35.00    1.50    2.00  660.67  0.0419  0.0039  0.0110    0.23    0.60    0.74  370.00    5.00    0.13  0.0500  0.0200  0.0150  0.0074  0.0037  0.0035  0.0140  0.0140  0.0130   1.266   0.633   0.729      1.    5.05   15.95   10.00    1.00    4.75    0.40    0.20  100.00   20.20  100.90    0.10    2.50    0.01    0.10    0.00    0.00    0.00     70.SESBANIA
   29 CSIL   39.00    0.50   25.00   10.00    6.00    0.80   15.05   50.95    1.00    1.00    3.00  0.0070    0.85   20.00    2.00    2.00  660.45  0.0168  0.0023  0.0032    0.25    0.60    3.45    0.00   31.50    0.15  0.0440  0.0160  0.0128  0.0062  0.0023  0.0018  0.0150  0.0120  0.0090   1.266   0.633   0.729      4.    5.01   15.95    8.00    0.50    4.75    0.40    0.20  100.00    4.47    7.77    0.12    1.70    0.01    0.10    0.00    0.00    0.00      6.CORN SILAGE
   30 SGHY   35.00    0.50   27.50   10.00    5.00    0.80   15.01   50.95    0.50    0.50    2.00  0.0070    0.85   90.00    2.00    2.00  660.40  0.0199  0.0032  0.0039    0.45    0.60    3.66    0.00   33.08    0.13  0.0440  0.0164  0.0128  0.0060  0.0022  0.0018  0.1500  0.1500  0.1500   3.390   3.390   0.320      4.    5.05   15.95    7.00    0.50    4.75    0.40    0.20  100.00    5.43   15.79    0.20    4.80    0.01    0.10    0.00    0.00    0.00     10.SORGHUM HAY
   31 ALFA   20.00    0.02   25.00    5.00    5.00    0.90   15.01   50.95    0.50    0.50    3.00  0.0100    0.85   15.00    1.25    2.00  660.27  0.0601  0.0066  0.0074    0.01    0.60    3.64   77.00  172.86    0.12  0.0500  0.0283  0.0240  0.0071  0.0024  0.0019  0.0231  0.0189  0.0178   3.390   3.390   3.390      3.    5.01   15.10    4.00    0.50    4.75    0.40    0.20  100.00   56.50   89.99    0.07    2.00    0.01    0.10    0.00    0.00    0.00     35.ALFALFA
   32 CLVA     15.    0.02     15.      0.    5.00    0.60   15.01   50.95    2.00   10.00    2.00  0.0070    0.99   35.00    1.20    2.00  660.34  0.0567  0.0040  0.0180    0.01    0.60    2.13   24.00    5.00    0.08  0.0600  0.0280  0.0240  0.0060  0.0030  0.0025  0.0220  0.0200  0.0180   3.390   3.390   3.390      3.    5.01   15.10   10.00    1.00    4.75    0.40    0.20  100.00   20.20  100.90    0.12    1.50    0.01    0.10    0.00    0.00    0.00     35.CLOVER ALSIKE
   33 CLVR   25.00    0.02   25.00    1.00    5.00    0.75   15.01   50.95    2.00   10.00    2.00  0.0070    0.85   35.00    1.20    2.00  660.34  0.0597  0.0040  0.0180    0.01    0.60    3.15   24.00    5.00    0.12  0.0650  0.0280  0.0243  0.0060  0.0029  0.0024  0.0220  0.0200  0.0180   3.390   3.390   3.390      2.    5.01   15.10   10.00    1.00    4.75    0.40    0.20  100.00   22.50   40.71    0.12    1.50    0.01    0.10    0.00    0.00    0.00     35.RED CLOVER
   34 CLVS   25.00    0.02   25.00    1.00    5.00    0.75   15.01   50.95    2.00   10.00    2.00  0.0070    0.75   35.00    1.20    2.00  660.34  0.0649  0.0040  0.0180    0.01    0.60    2.13   24.00    5.00    0.08  0.0650  0.0242  0.0200  0.0060  0.0029  0.0024  0.0300  0.0230  0.0180   3.390   3.390   3.390      2.    5.01   15.10   10.00    1.00    4.75    0.40    0.20  100.00   22.50   40.71    0.12    1.50    0.01    0.10    0.00    0.00    0.00     35.SWEET CLOVER
   35 TIMO   35.00    0.02   25.00    8.00   11.00    0.85   15.01   50.95    2.00    1.00    2.00  0.0070    0.85    5.00    0.80    2.00  660.47  0.0234  0.0033  0.0150    0.01    0.60    2.54   20.00   72.76    0.10  0.0314  0.0130  0.0103  0.0038  0.0025  0.0019  0.0180  0.0160  0.0150   3.390   3.390   3.390      6.    5.05   15.95    8.00    0.50    4.75    0.40    0.20  100.00   22.50   40.71    0.09    2.00    0.01    0.10    0.00    0.00    0.00     35.TIMOTHY
   36 RNGE   30.00    0.02   25.00    8.00    5.00    0.99   15.01   50.95    1.00    1.00    4.00  0.0050    0.85    5.00    1.00    2.00  660.41  0.0150  0.0016  0.0120    0.01    0.60    0.69   20.00    5.00    0.10  0.0193  0.0110  0.0083  0.0028  0.0016  0.0012  0.0210  0.0120  0.0090   3.390   3.390   3.390      6.    1.10    5.95    6.00    0.50    4.75    0.40    0.20  100.00   22.50   40.71    0.09    2.00    0.01    0.10    0.00    0.00    0.00     35.RANGE
   37 SPAS   35.00    0.02   25.00    8.00    5.00    0.99   15.01   50.95    1.00    1.00    2.00  0.0070    0.85    5.00    1.00    2.00  660.40  0.0150  0.0021  0.0157    0.01    0.60    0.69   20.00    5.00    0.10  0.0222  0.0127  0.0095  0.0037  0.0021  0.0016  0.0275  0.0157  0.0118   3.390   3.390   3.390      6.    5.05   15.95    7.00    0.50    4.75    0.40    0.20  100.00   22.50   40.71    0.04    2.80    0.01    0.10    0.00    0.00    0.00     35.SUMMER PASTURE
   38 WPAS   35.00    0.02     15.      0.    5.00    0.70   15.05   50.95    1.00    1.00    2.00  0.0070    0.85    5.00    1.00    2.00  660.47  0.0150  0.0018  0.0111    0.01    0.60    0.40  120.00    5.00    0.10  0.0276  0.0155  0.0110  0.0031  0.0018  0.0013  0.0122  0.0111  0.0083   3.390   3.390   1.610      6.    5.01   15.10    6.00    0.50    4.75    0.40    0.20  100.00   22.50   40.71    0.05    3.90    0.01    0.10    0.00    0.00    0.00     35.WINTER PASTURE
   39 RYEA   30.00    0.02   15.00    0.00    3.00    0.80   35.01   62.95    1.00    1.00    2.00  0.0070    0.75   90.00    1.10    1.30  660.41  0.0230  0.0037  0.0060    0.01    0.60    0.40  120.00    5.00    0.10  0.0250  0.0180  0.0140  0.0040  0.0030  0.0024  0.0180  0.0150  0.0120   3.390   3.390   1.610      6.    5.01   15.10    8.00    0.50    4.75    0.40    0.20  100.00   22.50   40.71    0.07    6.00    0.01    0.10    0.00    0.00    0.00     35.ALTAI WILD RYE
   40 RYER   30.00    0.02   15.00    0.00    3.00    0.80   35.01   62.95    1.00    1.00    2.00  0.0070    0.75   90.00    1.00    1.30  660.41  0.0230  0.0037  0.0060    0.01    0.60    0.40  120.00    5.00    0.10  0.0250  0.0180  0.0140  0.0040  0.0030  0.0024  0.0180  0.0150  0.0120   3.390   3.390   1.610      6.    5.01   15.10    8.00    0.50    4.75    0.40    0.20  100.00   22.50   40.71    0.07    6.00    0.01    0.10    0.00    0.00    0.00     35.RUSSIAN WILD RYE
   41 RYEG   30.00    0.02   18.00    0.00    5.00    0.50   15.01   50.95    0.50    1.00    2.00  0.0070    0.85     25.    0.80      2.  660.41  0.0220  0.0028  0.0060    0.01    0.60    1.33  120.00    5.00    0.10  0.0660  0.0250  0.0147  0.0105  0.0040  0.0024  0.0230  0.0150  0.0110   3.390   3.390   1.610      5.    5.01   15.10    6.00    0.50    4.75    0.40    0.20  100.00   22.50   40.71    0.07    6.00    0.01    0.10    0.00    0.00    0.00     35.ANNUAL RYE GRASS
   42 WWGR   35.00    0.02   25.00    8.00    5.00    0.85   50.01   89.95    2.00    1.00    4.00  0.0070    0.85    5.00    0.60    1.30  660.47  0.0151  0.0024  0.0111    0.01    0.60    0.69   20.00    5.00    0.10  0.0276  0.0155  0.0110  0.0031  0.0018  0.0013  0.0230  0.0230  0.0230   3.390   3.390   3.390      6.    5.01   15.95    8.00    0.50    4.75    0.40    0.20  100.00   22.50   40.71    0.07    6.00    0.01    0.10    0.00    0.00    0.00     35.WESTERN WHEAT GR
   43 NWGR   35.00    0.02   25.00    8.00    5.00    0.85   15.01   50.95    2.00    1.00    4.00  0.0070    0.85    5.00    0.80    2.00  660.47  0.0150  0.0018  0.0111    0.01    0.60    0.69   20.00    5.00    0.10  0.0276  0.0155  0.0110  0.0031  0.0018  0.0013  0.0230  0.0230  0.0230   3.390   3.390   3.390      6.    5.01   15.95    8.00    0.50    4.75    0.40    0.20  100.00   22.50   40.71    0.07    6.00    0.01    0.10    0.00    0.00    0.00     35.NORTHERN WHEAT G
   44 SWGR   35.00    0.02   25.00    8.00    5.00    0.85   15.01   50.95    2.00    1.00    4.00  0.0070    0.85    5.00    0.70    2.00  660.47  0.0142  0.0027  0.0111    0.01    0.60    0.69   20.00    5.00    0.10  0.0276  0.0155  0.0110  0.0031  0.0018  0.0013  0.0270  0.0270  0.0270   3.390   3.390   3.390      6.    5.01   15.95    8.00    0.50    4.75    0.40    0.20  100.00   22.50   40.71    0.07    6.00    0.01    0.10    0.00    0.00    0.00     35.SLENDER WHEAT GR
   45 CWGR   35.00    0.02   25.00    6.00    5.00    0.85   35.01   62.95    2.00    1.00    4.00  0.0070    0.85    5.00    0.70    1.30  660.47  0.0163  0.0018  0.0111    0.01    0.60    0.69   20.00    5.00    0.10  0.0276  0.0155  0.0110  0.0031  0.0018  0.0013  0.0230  0.0230  0.0230   3.390   3.390   3.390      6.    5.01   15.95    8.00    0.50    4.75    0.40    0.20  100.00   22.50   40.71    0.07    6.00    0.01    0.10    0.00    0.00    0.00     35.CRESTED WHEAT GR
   46 BROM   35.00    0.02   25.00    6.00    5.00    0.85   15.01   50.95    2.00    1.00    4.00  0.0070    0.85    5.00    0.80    2.00  660.40  0.0150  0.0022  0.0222    0.01    0.60    5.44   20.00    5.00    0.10  0.0267  0.0142  0.0107  0.0036  0.0022  0.0017  0.0220  0.0240  0.0270   3.390   3.390   3.390      6.    1.01    5.95    8.00    0.50    4.75    0.40    0.20  100.00   10.20   50.90    0.09    2.00    0.01    0.10    0.00    0.00    0.00     35.BROME GRASS
   47 BROS   35.00    0.02   25.00    8.00    5.00    0.85   15.01   50.95    2.00    1.00    4.00  0.0070    0.85    5.00    0.80    2.00  660.47  0.0184  0.0021  0.0222    0.01    0.60    5.44   20.00    5.00    0.10  0.0267  0.0142  0.0107  0.0036  0.0022  0.0017  0.0210  0.0230  0.0270   3.390   3.390   3.390      6.    5.01   15.95    8.00    0.50    4.75    0.40    0.20  100.00   22.50   40.71    0.09    2.00    0.01    0.10    0.00    0.00    0.00     35.SMOOTH BROME GR
   48 CWPS   35.00    0.02   15.00    0.00    8.00    0.80   15.01   50.95    1.00    1.00    2.00  0.0070    0.85   90.00    1.20    2.00  660.47  0.0150  0.0018  0.0111    0.01    0.60    0.40  120.00    5.00    0.10  0.0276  0.0155  0.0110  0.0031  0.0018  0.0013  0.0220  0.0220  0.0220   3.390   3.390   3.390      6.    5.01   15.10    8.00    0.50    4.75    0.40    0.20  100.00   22.50   40.71    0.10    2.50    0.01    0.10    0.00    0.00    0.00     35.CAN WINTER PAST
   49 BERM   25.00    0.02   27.50   12.00    2.20    0.99   15.05   50.95    1.00    1.00    2.00  0.0070    0.85    5.00    1.00    2.00  660.40  0.0127  0.0021  0.0157    0.01    0.60    0.40   20.00   72.76    0.10  0.0222  0.0150  0.0130  0.0037  0.0021  0.0016  0.0180  0.0170  0.0160   3.390   3.390   3.390      6.    1.01    5.95    7.00    0.50    4.75    0.40    0.20  100.00   56.50   89.99    0.06    6.90    0.01    0.10    0.00    0.00    0.00    150.COASTAL BERMUDA
   50 COTA   25.00    0.60   27.50   12.50    6.00    0.95   15.05   50.95    0.50    0.50    3.00  0.0200    0.85   25.00    1.00    2.20  660.20  0.0140  0.0020  0.0140    0.30    0.60    2.82 1212.75  116.87    0.01  0.0580  0.0190  0.0177  0.0081  0.0027  0.0025  0.0300  0.0220  0.0150   1.138   0.603   0.332      9.    5.15   15.95    3.00    1.00    4.30    0.40    0.10  100.00    3.20   10.90    0.05    7.70    0.01    0.10    0.00    0.27    0.38
   51 POTA   30.00    0.95   17.00    4.40    7.00    0.60   15.01   50.95    2.00   10.00    3.00  0.0070    0.85  200.00    1.20    2.00  660.41  0.0176  0.0022  0.0255    0.95    0.60    0.23  266.80  266.80    0.80  0.0350  0.0200  0.0120  0.0060  0.0025  0.0019  0.1100  0.0350  0.0250   1.266   0.633   0.729      5.    5.01   15.95   10.00    1.00    4.75    0.40    0.90  100.00    4.47    7.77    0.12    1.70    0.01    0.10    0.00    0.00    0.00      6.POTATOES
   52 ASPR   90.00    0.80   35.00   10.00    4.20    1.00   25.23   40.86    0.10    0.10    3.00  0.0100    0.85   35.00    1.20    1.50  661.22  0.0632  0.0067  0.0390    0.80    0.60    5.60  120.00    5.00    0.92  0.0700  0.0600  0.0550  0.0060  0.0040  0.0030  0.0400  0.0350  0.0300   1.266   0.633   0.729      6.    5.01   15.95    5.00    1.00    4.75    0.40    0.20  100.00   20.20  100.90    0.12    1.70    0.01    0.10    0.00    0.00    0.00     70.ASPARAGUS
