 1990  330.
 1991  332.
 1992  335.
 1993  337.
 1994  340.
 1995  343.
 1996  347.
 1997  350.
 1998  354.
 1999  359.
 2000  364.
 2001  369.
 2002  374.
 2003  380.
 2004  385.
 2005  390.
 2006  395.
 2007  400.
 2008  405.
 2009  410.
 2010  415.
 2011  420.
 2012  426.
 2013  432.
 
  
