 3070103 hu03070103.dly  33.33  -83.94
 3070104 hu03070104.dly  32.17  -83.42
 3070105 hu03070105.dly  32.19  -83.00
 3070106 hu03070106.dly  31.77  -81.94
 3070107 hu03070107.dly  32.45  -82.43
 3070201 hu03070201.dly  31.33  -82.42
 3070202 hu03070202.dly  31.60  -82.23
 3070203 hu03070203.dly  31.11  -81.53
 3070204 hu03070204.dly  30.53  -82.07
 3070205 hu03070205.dly  30.56  -81.67
 3080101 hu03080101.dly  28.55  -81.04
 3080102 hu03080102.dly  29.20  -81.94
 3080103 hu03080103.dly  29.88  -81.63
 3080201 hu03080201.dly  29.56  -81.19
 3080202 hu03080202.dly  28.49  -80.68
 3080203 hu03080203.dly  27.62  -80.48
 3090101 hu03090101.dly  27.86  -81.30
 3090102 hu03090102.dly  27.27  -80.80
 3090103 hu03090103.dly  27.12  -81.29
 3090201 hu03090201.dly  26.92  -80.75
 3090202 hu03090202.dly  26.03  -80.75
 3090203 hu03090203.dly  24.74  -81.00
 3090204 hu03090204.dly  26.08  -81.40
 3090205 hu03090205.dly  26.74  -81.47
 3090206 hu03090206.dly  26.44  -80.13
 3100101 hu03100101.dly  27.46  -81.80
 3100102 hu03100102.dly  27.22  -82.20
 3100103 hu03100103.dly  26.68  -82.11
 3100201 hu03100201.dly  27.20  -82.47
 3100202 hu03100202.dly  27.51  -82.35
 3100203 hu03100203.dly  27.67  -82.28
 3100204 hu03100204.dly  27.86  -82.09
 3100205 hu03100205.dly  28.15  -82.25
 3100206 hu03100206.dly  27.84  -82.56
 3100207 hu03100207.dly  28.45  -82.64
 3100208 hu03100208.dly  28.66  -82.13
 3110101 hu03110101.dly  29.30  -82.78
 3110102 hu03110102.dly  29.88  -83.45
 3110103 hu03110103.dly  30.51  -83.74
 3110201 hu03110201.dly  30.74  -82.63
 3110202 hu03110202.dly  31.33  -83.13
 3110203 hu03110203.dly  30.87  -83.31
 3110204 hu03110204.dly  31.31  -83.62
 3110205 hu03110205.dly  29.97  -82.97
 3110206 hu03110206.dly  29.95  -82.44
 3120001 hu03120001.dly  30.35  -84.18
 3120002 hu03120002.dly  31.04  -84.04
 3120003 hu03120003.dly  30.45  -84.64
 3130001 hu03130001.dly  34.29  -83.95
 3130002 hu03130002.dly  33.19  -84.96
 3130003 hu03130003.dly  32.18  -85.04
 3130004 hu03130004.dly  31.29  -85.08
 3130005 hu03130005.dly  32.95  -84.39
 3130006 hu03130006.dly  32.04  -84.00
 3130007 hu03130007.dly  32.00  -84.37
 3130008 hu03130008.dly  31.20  -84.34
 3130009 hu03130009.dly  31.60  -84.57
 3130010 hu03130010.dly  31.16  -84.80
 3130011 hu03130011.dly  30.23  -85.01
 3130012 hu03130012.dly  30.70  -85.27
 3130013 hu03130013.dly  29.99  -84.75
 3130014 hu03130014.dly  29.70  -84.90
 3140101 hu03140101.dly  30.18  -85.56
 3140102 hu03140102.dly  30.51  -86.33
 3140103 hu03140103.dly  30.94  -86.47
 3140104 hu03140104.dly  30.86  -86.90
 3140105 hu03140105.dly  30.43  -86.98
 3140106 hu03140106.dly  30.74  -87.57
 3140107 hu03140107.dly  30.34  -87.54
 3140201 hu03140201.dly  31.41  -85.62
 3140202 hu03140202.dly  31.51  -85.92
 3140203 hu03140203.dly  30.74  -85.78
 3140301 hu03140301.dly  31.68  -86.18
 3140302 hu03140302.dly  31.77  -86.33
 3140303 hu03140303.dly  31.63  -86.71
 3140304 hu03140304.dly  31.28  -87.06
 3140305 hu03140305.dly  31.00  -87.34
 3150101 hu03150101.dly  34.85  -84.81
 3150102 hu03150102.dly  34.58  -84.58
 3150103 hu03150103.dly  34.47  -85.10
 3150104 hu03150104.dly  34.21  -84.55
 3150105 hu03150105.dly  34.24  -85.47
 3150106 hu03150106.dly  33.76  -86.04
 3150107 hu03150107.dly  33.02  -86.38
 3150108 hu03150108.dly  33.60  -85.35
 3150109 hu03150109.dly  33.01  -85.72
 3150110 hu03150110.dly  32.43  -85.78
 3150201 hu03150201.dly  32.40  -86.58
 3150202 hu03150202.dly  33.03  -87.00
 3150203 hu03150203.dly  32.11  -87.22
 3150204 hu03150204.dly  31.50  -87.50
 3160101 hu03160101.dly  34.21  -88.43
 3160102 hu03160102.dly  34.25  -88.76
 3160103 hu03160103.dly  34.04  -88.05
 3160104 hu03160104.dly  33.71  -88.85
 3160105 hu03160105.dly  33.70  -88.09
 3160106 hu03160106.dly  33.13  -88.16
 3160107 hu03160107.dly  33.51  -87.81
 3160108 hu03160108.dly  33.10  -88.67
 3160109 hu03160109.dly  33.86  -86.98
 3160110 hu03160110.dly  34.16  -87.22
 3160111 hu03160111.dly  33.85  -86.65
 3160112 hu03160112.dly  33.44  -87.38
 3160113 hu03160113.dly  32.86  -87.62
 3160201 hu03160201.dly  32.16  -88.06
 3160202 hu03160202.dly  32.59  -88.45
 3160203 hu03160203.dly  31.55  -88.01
 3160204 hu03160204.dly  30.91  -88.02
 3160205 hu03160205.dly  30.46  -87.95
 3170001 hu03170001.dly  32.44  -88.91
 3170002 hu03170002.dly  31.96  -88.69
 3170003 hu03170003.dly  31.31  -88.62
 3170004 hu03170004.dly  31.81  -89.49
 3170005 hu03170005.dly  31.56  -89.03
 3170006 hu03170006.dly  30.72  -88.60
 3170007 hu03170007.dly  31.00  -89.18
 3170008 hu03170008.dly  30.92  -88.39
 3170009 hu03170009.dly  30.44  -89.00
 3180001 hu03180001.dly  32.83  -89.29
 3180002 hu03180002.dly  32.22  -89.94
 3180003 hu03180003.dly  31.61  -90.08
 3180004 hu03180004.dly  30.86  -89.75
 3180005 hu03180005.dly  31.15  -90.24
 4010101 hu04010101.dly  47.80  -90.60
 4010102 hu04010102.dly  47.13  -91.68
 4010201 hu04010201.dly  47.20  -92.59
 4010202 hu04010202.dly  47.14  -92.04
 4010301 hu04010301.dly  46.76  -91.32
 4010302 hu04010302.dly  46.47  -90.64
 4020101 hu04020101.dly  46.83  -89.82
 4020102 hu04020102.dly  46.47  -89.23
 4020103 hu04020103.dly  47.56  -88.44
 4020104 hu04020104.dly  46.65  -88.69
 4020105 hu04020105.dly  46.87  -87.71
 4020201 hu04020201.dly  46.92  -86.28
 4020202 hu04020202.dly  46.38  -85.34
 4020203 hu04020203.dly  46.46  -84.76
 4020300 hu04020300.dly  47.40  -90.53
 4030101 hu04030101.dly  43.92  -87.61
 4030102 hu04030102.dly  44.92  -87.12
 4030103 hu04030103.dly  44.73  -88.11
 4030104 hu04030104.dly  45.10  -88.37
 4030105 hu04030105.dly  45.31  -88.20
 4030106 hu04030106.dly  46.17  -88.62
 4030107 hu04030107.dly  46.37  -88.15
 4030108 hu04030108.dly  45.72  -87.99
 4030109 hu04030109.dly  45.67  -87.36
 4030110 hu04030110.dly  46.24  -87.56
 4030111 hu04030111.dly  46.00  -87.02
 4030112 hu04030112.dly  45.65  -86.48
 4030201 hu04030201.dly  43.84  -89.19
 4030202 hu04030202.dly  44.70  -88.90
 4030203 hu04030203.dly  43.91  -88.47
 4030204 hu04030204.dly  44.39  -88.18
 4040001 hu04040001.dly  41.81  -86.97
 4040002 hu04040002.dly  42.48  -87.50
 4040003 hu04040003.dly  43.24  -87.83
 4050001 hu04050001.dly  41.85  -85.60
 4050002 hu04050002.dly  42.63  -86.56
 4050003 hu04050003.dly  42.37  -85.32
 4050004 hu04050004.dly  42.56  -84.44
 4050005 hu04050005.dly  43.08  -84.64
 4050006 hu04050006.dly  43.10  -85.52
 4050007 hu04050007.dly  42.68  -85.18
 4060101 hu04060101.dly  43.69  -86.46
 4060102 hu04060102.dly  43.91  -85.29
 4060103 hu04060103.dly  44.40  -85.54
 4060104 hu04060104.dly  44.84  -86.19
 4060105 hu04060105.dly  45.20  -85.24
 4060106 hu04060106.dly  46.26  -86.19
 4060107 hu04060107.dly  45.92  -85.56
 4070001 hu04070001.dly  46.08  -84.06
 4070002 hu04070002.dly  46.03  -84.55
 4070003 hu04070003.dly  45.05  -83.08
 4070004 hu04070004.dly  45.37  -84.67
 4070005 hu04070005.dly  45.28  -84.28
 4070006 hu04070006.dly  44.97  -83.83
 4070007 hu04070007.dly  44.62  -84.09
 4080101 hu04080101.dly  44.22  -83.71
 4080102 hu04080102.dly  43.81  -83.99
 4080103 hu04080103.dly  43.86  -83.29
 4080104 hu04080104.dly  43.78  -82.50
 4080201 hu04080201.dly  43.89  -84.48
 4080202 hu04080202.dly  43.54  -84.89
 4080203 hu04080203.dly  43.01  -84.13
 4080204 hu04080204.dly  43.07  -83.56
 4080205 hu04080205.dly  43.44  -83.24
 4080206 hu04080206.dly  43.47  -83.86
 4090001 hu04090001.dly  43.12  -82.78
 4090002 hu04090002.dly  42.57  -82.78
 4090003 hu04090003.dly  42.70  -83.11
 4090004 hu04090004.dly  42.35  -83.33
 4090005 hu04090005.dly  42.40  -83.75
 4100001 hu04100001.dly  41.85  -83.51
 4100002 hu04100002.dly  41.98  -83.96
 4100003 hu04100003.dly  41.52  -84.86
 4100004 hu04100004.dly  40.70  -84.75
 4100005 hu04100005.dly  41.19  -84.81
 4100006 hu04100006.dly  41.60  -84.40
 4100007 hu04100007.dly  40.89  -84.37
 4100008 hu04100008.dly  40.94  -83.77
 4100009 hu04100009.dly  41.40  -83.96
 4100010 hu04100010.dly  41.49  -83.30
 4100011 hu04100011.dly  41.10  -83.06
 4100012 hu04100012.dly  41.22  -82.54
 4110001 hu04110001.dly  41.42  -82.06
 4110002 hu04110002.dly  41.21  -81.37
 4110003 hu04110003.dly  41.84  -81.30
 4110004 hu04110004.dly  41.59  -80.93
 4120101 hu04120101.dly  42.05  -80.11
 4120102 hu04120102.dly  42.47  -78.69
 4120103 hu04120103.dly  42.72  -78.69
 4120104 hu04120104.dly  42.98  -78.56
 4120200 hu04120200.dly  42.34  -80.89
 4130001 hu04130001.dly  43.24  -78.31
 4130002 hu04130002.dly  42.37  -77.97
 4130003 hu04130003.dly  42.90  -77.81
 4140101 hu04140101.dly  43.21  -77.05
 4140102 hu04140102.dly  43.64  -76.00
 4140201 hu04140201.dly  42.78  -76.78
 4140202 hu04140202.dly  43.20  -75.82
 4140203 hu04140203.dly  43.30  -76.40
 4150101 hu04150101.dly  43.74  -75.20
 4150102 hu04150102.dly  44.07  -76.06
 4150200 hu04150200.dly  43.54  -77.47
 4150301 hu04150301.dly  44.54  -75.63
 4150302 hu04150302.dly  44.22  -75.26
 4150303 hu04150303.dly  44.19  -75.76
 4150304 hu04150304.dly  44.44  -75.08
 4150305 hu04150305.dly  44.27  -74.54
 4150306 hu04150306.dly  44.63  -74.55
 4150307 hu04150307.dly  44.83  -74.18
 5010001 hu05010001.dly  41.97  -78.64
 5010002 hu05010002.dly  42.17  -79.21
 5010003 hu05010003.dly  41.53  -79.51
 5010004 hu05010004.dly  41.77  -79.97
 5010005 hu05010005.dly  41.37  -79.01
 5010006 hu05010006.dly  40.95  -79.20
 5010007 hu05010007.dly  40.36  -78.97
 5010008 hu05010008.dly  40.37  -79.44
 5010009 hu05010009.dly  40.67  -79.80
 5020001 hu05020001.dly  38.99  -80.01
 5020002 hu05020002.dly  39.20  -80.36
 5020003 hu05020003.dly  39.57  -80.10
 5020004 hu05020004.dly  39.20  -79.64
 5020005 hu05020005.dly  40.01  -80.01
 5020006 hu05020006.dly  39.87  -79.39
 5030101 hu05030101.dly  40.55  -80.52
 5030102 hu05030102.dly  41.34  -80.42
 5030103 hu05030103.dly  41.11  -80.88
 5030104 hu05030104.dly  40.82  -80.35
 5030105 hu05030105.dly  40.94  -80.03
 5030106 hu05030106.dly  40.00  -80.71
 5030201 hu05030201.dly  39.54  -81.02
 5030202 hu05030202.dly  39.03  -81.85
 5030203 hu05030203.dly  38.97  -81.03
 5030204 hu05030204.dly  39.55  -82.27
 5040001 hu05040001.dly  40.60  -81.42
 5040002 hu05040002.dly  40.75  -82.37
 5040003 hu05040003.dly  40.42  -81.97
 5040004 hu05040004.dly  39.82  -81.92
 5040005 hu05040005.dly  40.02  -81.52
 5040006 hu05040006.dly  40.10  -82.45
 5050001 hu05050001.dly  36.76  -80.98
 5050002 hu05050002.dly  37.35  -80.94
 5050003 hu05050003.dly  38.04  -80.23
 5050004 hu05050004.dly  37.86  -81.03
 5050005 hu05050005.dly  38.21  -80.68
 5050006 hu05050006.dly  38.13  -81.38
 5050007 hu05050007.dly  38.51  -80.83
 5050008 hu05050008.dly  38.58  -81.76
 5050009 hu05050009.dly  38.01  -81.65
 5060001 hu05060001.dly  40.24  -83.14
 5060002 hu05060002.dly  39.25  -82.80
 5060003 hu05060003.dly  39.43  -83.42
 5070101 hu05070101.dly  37.66  -81.65
 5070102 hu05070102.dly  38.20  -82.10
 5070201 hu05070201.dly  37.58  -82.05
 5070202 hu05070202.dly  37.22  -82.30
 5070203 hu05070203.dly  37.65  -82.72
 5070204 hu05070204.dly  38.13  -82.73
 5080001 hu05080001.dly  40.16  -84.14
 5080002 hu05080002.dly  39.60  -84.54
 5080003 hu05080003.dly  39.65  -85.03
 5090101 hu05090101.dly  38.88  -82.38
 5090102 hu05090102.dly  38.13  -82.36
 5090103 hu05090103.dly  38.64  -82.87
 5090104 hu05090104.dly  38.27  -82.95
 5090201 hu05090201.dly  38.80  -83.68
 5090202 hu05090202.dly  39.41  -83.99
 5090203 hu05090203.dly  39.03  -84.90
 5100101 hu05100101.dly  38.27  -83.73
 5100102 hu05100102.dly  38.29  -84.24
 5100201 hu05100201.dly  37.36  -83.15
 5100202 hu05100202.dly  37.19  -83.39
 5100203 hu05100203.dly  37.20  -83.68
 5100204 hu05100204.dly  37.70  -83.83
 5100205 hu05100205.dly  38.08  -84.65
 5110001 hu05110001.dly  37.29  -85.65
 5110002 hu05110002.dly  36.82  -86.19
 5110003 hu05110003.dly  37.16  -86.90
 5110004 hu05110004.dly  37.56  -86.53
 5110005 hu05110005.dly  37.66  -87.25
 5110006 hu05110006.dly  37.22  -87.32
 5120101 hu05120101.dly  40.76  -85.28
 5120102 hu05120102.dly  40.53  -85.30
 5120103 hu05120103.dly  40.39  -85.39
 5120104 hu05120104.dly  41.02  -85.76
 5120105 hu05120105.dly  40.63  -86.44
 5120106 hu05120106.dly  41.02  -86.43
 5120107 hu05120107.dly  40.39  -86.33
 5120108 hu05120108.dly  40.13  -87.21
 5120109 hu05120109.dly  40.26  -87.87
 5120110 hu05120110.dly  40.11  -86.73
 5120111 hu05120111.dly  39.33  -87.52
 5120112 hu05120112.dly  39.32  -88.03
 5120113 hu05120113.dly  38.29  -87.84
 5120114 hu05120114.dly  38.74  -88.36
 5120115 hu05120115.dly  38.38  -88.59
 5120201 hu05120201.dly  40.03  -86.02
 5120202 hu05120202.dly  38.94  -87.00
 5120203 hu05120203.dly  39.53  -86.87
 5120204 hu05120204.dly  39.67  -85.78
 5120205 hu05120205.dly  39.54  -85.57
 5120206 hu05120206.dly  39.16  -85.75
 5120207 hu05120207.dly  38.87  -85.67
 5120208 hu05120208.dly  38.82  -86.53
 5120209 hu05120209.dly  38.35  -86.97
 5130101 hu05130101.dly  36.78  -83.84
 5130102 hu05130102.dly  37.28  -84.17
 5130103 hu05130103.dly  36.96  -84.95
 5130104 hu05130104.dly  36.48  -84.61
 5130105 hu05130105.dly  36.46  -85.16
 5130106 hu05130106.dly  36.35  -85.61
 5130107 hu05130107.dly  35.59  -85.78
 5130108 hu05130108.dly  35.93  -85.57
 5130201 hu05130201.dly  36.33  -86.27
 5130202 hu05130202.dly  36.22  -86.85
 5130203 hu05130203.dly  35.91  -86.36
 5130204 hu05130204.dly  35.98  -87.00
 5130205 hu05130205.dly  36.72  -87.73
 5130206 hu05130206.dly  36.64  -87.06
 5140101 hu05140101.dly  38.50  -85.53
 5140102 hu05140102.dly  38.06  -85.38
 5140103 hu05140103.dly  37.69  -85.31
 5140104 hu05140104.dly  38.17  -86.22
 5140201 hu05140201.dly  38.00  -86.92
 5140202 hu05140202.dly  37.92  -87.65
 5140203 hu05140203.dly  37.44  -88.38
 5140204 hu05140204.dly  37.78  -88.52
 5140205 hu05140205.dly  37.31  -87.77
 5140206 hu05140206.dly  37.24  -88.87
 6010101 hu06010101.dly  36.81  -81.99
 6010102 hu06010102.dly  36.63  -81.97
 6010103 hu06010103.dly  36.31  -82.03
 6010104 hu06010104.dly  36.29  -83.28
 6010105 hu06010105.dly  35.61  -82.67
 6010106 hu06010106.dly  35.62  -83.04
 6010107 hu06010107.dly  35.88  -83.48
 6010108 hu06010108.dly  36.10  -82.57
 6010201 hu06010201.dly  35.80  -84.29
 6010202 hu06010202.dly  35.23  -83.50
 6010203 hu06010203.dly  35.40  -83.24
 6010204 hu06010204.dly  35.47  -84.07
 6010205 hu06010205.dly  36.73  -82.73
 6010206 hu06010206.dly  36.65  -83.31
 6010207 hu06010207.dly  36.06  -84.15
 6010208 hu06010208.dly  36.04  -84.79
 6020001 hu06020001.dly  35.15  -85.18
 6020002 hu06020002.dly  35.16  -84.29
 6020003 hu06020003.dly  34.91  -84.34
 6020004 hu06020004.dly  35.40  -85.39
 6030001 hu06030001.dly  34.68  -85.96
 6030002 hu06030002.dly  34.68  -86.71
 6030003 hu06030003.dly  35.23  -86.35
